Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","System Agent Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Offset [V]","GT (Slice) Offset [V]","CLR (CBo/LLC/Ring) Offset [V]","GT (Unslice) Offset [V]","Uncore/SA Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Package C2 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","System1 [°C]","PCH [°C]","CPU [°C]","PCIEX16 [°C]","VRM MOS [°C]","EC_TEMP1/System2 [°C]","Vcore [V]","+3.3V [V]","+12V [V]","+5V [V]","VCCSA [V]","DDR [V]","3VSB [V]","VBAT [V]","AVCC3 [V]","CPU [RPM]","System 1 [RPM]","System 2 (VRM) [RPM]","System 3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Temperature 2 [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Airflow Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
3.2.2019,18:49:44.828,11912,63311,15.8,8218,57277,12.5,0.0,1.228,1.288,1.246,1.225,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,78.0,73.7,76.5,67.3,70.9,66.6,75.8,63.1,78.0,71.5,100.0,48,48,48,48,42,64,67,59,50,36,33,41,50,64,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,51,0.000,0.000,0.000,0.000,0.000,64.699,60.744,4.404,0.0,79.0,74.8,78.8,74.1,74.5,71.6,77.1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.320,3.344,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2454,997,995,1266,Yes,47,59,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,68,1.050,2421,161.550,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,88.7,89.8,2870,2776,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:49:47.032,11912,63311,15.8,8218,57277,12.5,0.0,1.230,1.277,1.277,1.224,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,73.9,55.6,68.3,58.4,59.8,52.1,61.2,54.2,73.9,60.4,100.0,48,48,48,48,42,67,63,63,51,33,37,37,49,69,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,69,69,50,0.000,0.000,0.000,0.000,0.000,64.634,60.685,4.382,0.0,77.1,74.1,81.3,74.1,72.5,71.4,76.0,72.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.308,3.344,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2445,994,994,1268,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.001,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,1.3,1.3,0.000,0.014,2476,29130,69,1.050,2421,166.332,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.3,92.4,2871,2777,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:49:49.255,11920,63303,15.8,8220,57275,12.5,0.0,1.257,1.270,1.282,1.235,4801.2,4801.2,4801.2,4801.2,100.0,4201.0,1000.2,81.5,69.5,70.9,68.7,76.5,70.2,73.7,69.5,81.5,72.6,100.0,48,48,48,48,42,66,66,60,58,34,34,40,42,66,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,51,0.000,0.000,0.000,0.000,0.000,64.336,60.383,4.383,0.0,77.5,73.9,77.7,73.3,74.6,72.3,75.9,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.3,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.308,3.344,11.664,5.070,1.080,1.212,3.408,3.024,3.072,2463,995,994,1268,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,69,1.050,2421,156.375,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.1,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.1,88.6,2874,2780,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:49:51.462,11920,63303,15.8,8219,57275,12.5,0.0,1.221,1.255,1.240,1.240,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,70.4,63.3,70.4,66.1,68.3,64.7,63.3,65.4,70.4,66.5,100.0,48,48,48,48,42,64,69,60,58,36,31,40,42,64,69,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,51,0.000,0.000,0.000,0.000,0.000,64.134,60.181,4.367,0.0,77.2,71.9,77.4,73.3,74.3,72.1,73.5,73.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.272,3.344,11.664,5.070,1.068,1.212,3.408,3.024,3.072,2454,994,995,1266,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,69,1.050,2421,157.250,1936.0,2003.4,1733.5,98.0,46.0,0.0,3.0,35.1,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,88.8,87.4,2874,2780,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:49:53.687,11921,63302,15.8,8219,57275,12.5,0.0,1.288,1.294,1.237,1.224,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,75.8,76.5,79.4,79.4,76.5,78.7,80.1,78.7,80.1,78.1,100.0,48,48,48,48,42,62,66,59,57,38,34,41,43,70,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,50,0.000,0.000,0.000,0.000,0.000,64.396,60.429,4.400,0.0,78.9,73.5,78.3,75.0,75.4,73.0,76.6,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.284,3.344,11.664,5.070,1.080,1.212,3.408,3.024,3.072,2454,992,995,1268,Yes,47,58,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.011,2476,29130,69,1.050,2421,163.791,1936.0,2003.4,1733.5,98.0,48.0,0.0,3.0,35.1,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.7,90.5,2875,2781,468,8.0,0,0,0.000,0.000,0,
3.2.2019,18:49:55.898,11915,63308,15.8,8216,57278,12.5,0.0,1.252,1.297,1.253,1.231,4802.4,4802.4,4802.4,4802.4,100.0,4202.1,1000.5,79.7,74.8,74.1,65.7,76.9,70.6,72.0,75.5,79.7,73.7,100.0,48,48,48,48,42,65,65,55,60,35,35,45,40,65,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,50,0.000,0.000,0.000,0.000,0.000,64.258,60.310,4.394,0.0,79.4,73.2,78.3,73.9,74.8,71.5,75.5,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.6,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.308,3.324,11.664,5.070,1.068,1.212,3.408,3.024,3.072,2463,995,994,1268,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.007,0.042,2476,29130,69,1.050,2421,159.664,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.1,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.1,88.7,2875,2781,468,8.0,0,0,0.000,0.000,0,
3.2.2019,18:49:58.100,11918,63305,15.8,8217,57278,12.5,0.0,1.234,1.231,1.222,1.245,4797.6,4797.6,4797.6,4797.6,100.0,4197.9,999.5,73.7,73.0,82.2,75.8,69.5,73.7,75.8,78.7,82.2,75.3,100.0,48,48,48,48,42,64,67,60,57,36,33,40,43,64,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65,65,51,0.000,0.000,0.000,0.000,0.000,64.594,60.627,4.392,0.0,78.4,76.2,79.3,73.5,74.2,72.2,75.7,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.272,3.324,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2454,994,998,1268,Yes,47,58,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.1,0.1,0.000,0.012,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.007,2476,29130,69,1.050,2421,158.030,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.1,99.7,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,88.9,87.8,2875,2781,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:0.310,11916,63306,15.8,8217,57278,12.5,0.0,1.230,1.282,1.262,1.272,4796.5,4796.5,4796.5,4796.5,99.9,4196.9,999.3,79.4,75.8,75.8,73.7,70.2,71.6,68.0,73.7,79.4,73.5,100.0,48,48,48,48,42,64,66,60,62,36,34,40,38,67,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65,65,50,0.000,0.000,0.000,0.000,0.000,64.085,60.157,4.364,0.0,78.2,74.5,78.8,74.2,74.1,71.1,74.5,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.1,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.272,3.344,11.664,5.070,1.080,1.212,3.408,3.024,3.072,2463,995,998,1266,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.001,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,68,1.050,2421,164.956,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.1,99.9,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.7,91.6,2875,2781,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:2.526,11916,63307,15.8,8216,57279,12.5,0.0,1.258,1.228,1.255,1.290,4802.4,4802.4,4802.4,4802.4,100.0,4202.1,1000.5,75.3,69.0,73.2,64.7,69.7,66.9,76.0,67.6,76.0,70.3,100.0,48,48,48,48,42,63,62,63,58,37,38,37,42,63,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,50,0.000,0.000,0.000,0.000,0.000,63.871,59.927,4.349,0.0,78.3,72.9,78.3,71.9,74.1,71.4,74.2,70.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.6,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.344,3.324,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2463,992,1000,1266,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.001,2476,29130,68,1.050,2415,158.727,1936.0,2003.4,1733.5,98.0,46.0,0.0,3.0,35.1,99.8,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,88.7,88.3,2875,2781,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:4.731,11917,63306,15.8,8215,57279,12.5,0.0,1.294,1.257,1.305,1.250,4798.8,4798.8,4798.8,4798.8,100.0,4199.0,999.8,76.5,66.6,71.6,65.2,68.0,65.2,65.2,69.5,76.5,68.5,100.0,48,48,48,48,42,65,62,63,54,35,38,37,46,65,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,66,66,51,0.000,0.000,0.000,0.000,0.000,63.673,59.698,4.361,0.0,78.5,72.9,76.3,72.3,72.5,70.4,74.3,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.320,3.324,11.664,5.070,1.068,1.200,3.408,3.024,3.072,2445,992,994,1266,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,69,1.050,2427,163.239,1936.0,2003.4,1733.5,98.0,46.0,0.0,3.0,35.1,99.1,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.6,90.7,2875,2781,468,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:6.940,11922,63301,15.8,8218,57277,12.5,0.0,1.225,1.262,1.216,1.265,4798.8,4798.8,4798.8,4798.8,100.0,4199.0,999.8,73.7,70.4,76.7,70.4,67.6,68.3,80.2,71.8,80.2,72.4,100.0,48,48,48,48,42,66,64,63,49,34,36,37,51,66,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,66,66,50,0.000,0.000,0.000,0.000,0.000,63.617,59.693,4.326,0.0,78.1,72.4,77.0,71.7,72.3,70.2,72.6,72.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.308,3.344,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2454,991,994,1271,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,69,1.050,2416,166.031,1936.0,2003.4,1733.5,98.0,46.0,0.0,3.0,35.1,99.9,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,91.2,90.2,2875,2781,469,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:9.165,11919,63304,15.8,8219,57276,12.5,0.0,1.286,1.261,1.285,1.229,4798.8,4798.8,4798.8,4798.8,100.0,4199.0,999.8,77.4,72.3,75.8,71.6,70.9,68.0,68.7,69.5,77.4,71.8,100.0,48,48,48,48,42,66,62,63,53,34,38,37,47,68,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,67,67,51,0.000,0.000,0.000,0.000,0.000,63.556,59.605,4.320,0.0,78.5,72.5,75.8,71.8,73.8,68.2,72.7,70.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.320,3.324,11.664,5.070,1.068,1.212,3.408,3.024,3.072,2454,994,994,1271,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.007,2476,29130,69,1.050,2427,159.051,1936.0,2003.4,1733.5,98.0,45.0,0.0,3.0,35.1,99.2,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,88.8,87.2,2874,2780,468,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:11.370,11917,63306,15.8,8219,57276,12.5,0.0,1.287,1.287,1.231,1.232,4801.2,4801.2,4801.2,4801.2,100.0,4201.0,1000.2,77.4,66.1,74.6,65.4,62.6,64.7,66.1,61.2,77.4,67.3,100.0,48,48,48,48,42,65,66,60,58,35,34,40,42,65,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,65,65,51,0.000,0.000,0.000,0.000,0.000,63.487,59.552,4.324,0.0,78.3,72.6,77.3,70.7,72.2,69.8,74.0,70.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.3,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,66,49,73,43,1.320,3.344,11.592,5.070,1.068,1.200,3.408,3.024,3.072,2454,989,989,1268,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,69,1.050,2421,163.221,1936.0,2003.4,1733.5,98.0,46.0,0.0,3.0,35.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,89.9,90.7,2874,2780,468,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:13.592,11915,63308,15.8,8216,57279,12.5,0.0,1.240,1.286,1.228,1.285,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,75.8,66.6,71.6,74.4,72.3,66.6,73.0,72.3,75.8,71.6,100.0,48,48,48,48,42,68,66,61,54,32,34,39,46,68,68,No,No,No,No,No,No,No,No,No,No,No,No,No,No,67,67,51,0.000,0.000,0.000,0.000,0.000,63.690,59.733,4.352,0.0,78.5,73.3,77.6,72.3,72.7,69.7,73.5,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,72,43,1.272,3.344,11.664,5.070,1.068,1.200,3.408,3.024,3.072,2454,991,1004,1273,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.1,0.1,0.000,0.011,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.011,2476,29130,69,1.050,2421,165.134,1936.0,2003.4,1733.5,98.0,47.0,0.0,3.0,35.1,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,90.9,90.8,2874,2780,468,8.0,0,0,0.000,0.000,0,
3.2.2019,18:50:15.817,11913,63310,15.8,8215,57280,12.5,0.0,1.256,1.284,1.279,1.239,4797.6,4797.6,4797.6,4797.6,100.0,4197.9,999.5,74.8,75.5,74.8,72.7,71.3,67.8,76.9,66.4,76.9,72.5,100.0,48,48,48,48,42,67,66,54,58,33,34,46,42,67,67,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,51,0.000,0.000,0.000,0.000,0.000,63.915,59.982,4.347,0.0,78.4,73.2,77.3,73.0,72.4,71.3,74.6,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,45,48,65,49,73,43,1.296,3.344,11.592,5.070,1.080,1.212,3.408,3.024,3.072,2454,994,995,1268,Yes,47,57,100.0,No,No,8869,5340,33,33,No,No,9707,6049,29,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.001,28214,4,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2476,29130,69,1.050,2421,163.973,1936.0,2003.4,1733.5,98.0,46.0,0.0,3.0,35.1,99.9,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,89.8,89.6,2874,2780,468,8.0,0,0,0.000,0.000,0,
