Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","System Agent Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","IA Offset [V]","GT (Slice) Offset [V]","CLR (CBo/LLC/Ring) Offset [V]","GT (Unslice) Offset [V]","Uncore/SA Offset [V]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","Package C2 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","System1 [°C]","PCH [°C]","CPU [°C]","PCIEX16 [°C]","VRM MOS [°C]","EC_TEMP1/System2 [°C]","Vcore [V]","+3.3V [V]","+12V [V]","+5V [V]","VCCSA [V]","DDR [V]","3VSB [V]","VBAT [V]","AVCC3 [V]","CPU [RPM]","System 1 [RPM]","System 2 (VRM) [RPM]","System 3 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Temperature 2 [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Airflow Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Power [W]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Video Encode 1 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
3.2.2019,18:36:32.069,11246,63976,14.9,7192,58303,10.9,0.0,1.251,1.299,1.239,1.224,4802.4,4802.4,4802.4,4802.4,100.0,4202.1,1000.5,54.2,51.4,68.3,52.1,51.4,52.8,48.5,54.2,68.3,54.1,100.0,48,48,48,48,42,58,64,54,55,42,36,46,45,59,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,48,0.000,0.000,0.000,0.000,0.000,53.906,50.175,3.315,0.0,51.0,55.5,74.0,52.8,52.8,52.1,53.7,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.6,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.272,3.344,11.592,5.100,1.080,1.212,3.408,3.024,3.072,2191,958,964,1268,Yes,46,58,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,1.3,0.0,1.3,0.059,0.143,2471,29121,70,1.050,2449,174.530,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.4,99.7,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,97.6,97.0,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:34.275,11246,63977,14.9,7192,58303,10.9,0.0,1.225,0.664,1.269,1.299,4800.0,800.0,4800.0,4800.0,100.0,4200.0,1000.0,45.3,48.9,68.7,44.6,43.2,49.6,46.8,41.1,68.7,48.5,100.0,48,8,48,48,42,62,60,55,50,38,40,45,50,64,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,47,0.000,0.000,0.000,0.000,0.000,53.159,49.370,3.307,0.0,49.1,53.1,76.4,52.8,51.4,50.6,51.7,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,61,49,67,43,1.284,3.324,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2198,961,967,1271,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,1.3,1.3,0.000,0.011,2471,29121,70,1.050,2443,177.181,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.4,99.4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,98.0,98.4,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:36.477,11254,63969,14.9,7195,58300,10.9,0.0,1.232,1.256,1.283,1.297,4797.6,4797.6,4797.6,4797.6,100.0,4197.9,999.5,46.0,49.6,76.5,50.3,45.3,44.6,48.9,51.7,76.5,51.6,100.0,48,48,48,48,42,58,57,55,52,42,43,45,48,60,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,48,0.000,0.000,0.000,0.000,0.000,53.634,49.872,3.315,0.0,50.7,54.0,75.9,53.2,52.5,51.1,53.5,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.284,3.324,11.592,5.070,1.080,1.200,3.408,3.024,3.072,2198,960,968,1271,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2471,29121,70,1.050,2449,174.900,1936.0,2003.4,1733.5,99.0,55.0,0.0,2.0,34.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,95.7,97.2,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:38.685,11250,63973,14.9,7195,58300,10.9,0.0,1.214,1.293,1.236,1.221,4798.8,4798.8,4798.8,4798.8,100.0,4199.0,999.8,45.3,48.2,63.8,53.9,50.3,46.8,49.6,48.2,63.8,50.8,100.0,48,48,48,48,42,57,64,55,51,43,36,45,49,62,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,63,63,48,0.000,0.000,0.000,0.000,0.000,54.362,50.613,3.310,0.0,49.8,54.6,75.7,54.4,53.7,53.0,55.0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.296,3.324,11.520,5.070,1.068,1.200,3.408,3.024,3.072,2191,960,969,1271,Yes,46,56,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2471,29121,70,1.050,2449,173.964,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,97.7,96.6,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:40.884,11250,63973,14.9,7194,58300,10.9,0.0,1.282,1.225,1.196,1.331,4796.5,4796.5,4796.5,4796.5,99.9,4196.9,999.3,40.1,47.1,65.4,48.5,43.6,45.0,50.0,48.5,65.4,48.5,100.0,48,48,48,48,42,60,68,60,48,40,32,40,52,63,68,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,47,0.000,0.000,0.000,0.000,0.000,53.205,49.455,3.307,0.0,50.1,53.6,74.1,53.7,52.5,51.1,52.7,51.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9,10.1,1199.1,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,61,49,67,43,1.308,3.324,11.592,5.070,1.080,1.212,3.408,3.024,3.072,2198,960,968,1273,Yes,46,58,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.7,0.6,1.3,0.033,0.001,2471,29121,70,1.050,2449,173.469,1936.0,2003.4,1733.5,99.0,55.0,0.0,2.0,34.4,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,99.5,96.4,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:43.105,11247,63975,14.9,7191,58304,10.9,0.0,1.327,1.237,1.300,1.299,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,42.8,47.8,65.0,51.4,50.7,48.5,50.7,51.4,65.0,51.0,100.0,48,48,48,48,42,59,60,58,46,41,40,42,54,62,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,47,0.000,0.000,0.000,0.000,0.000,52.352,48.582,3.306,0.0,49.1,52.2,74.9,51.4,50.7,49.4,51.5,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,61,49,67,43,1.308,3.324,11.520,5.070,1.068,1.212,3.408,3.024,3.072,2184,960,969,1273,Yes,46,58,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.1,0.1,0.000,0.011,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.005,2471,29121,70,1.050,2449,176.778,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,95.4,98.2,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:45.325,11247,63976,14.9,7191,58304,10.9,0.0,1.252,1.299,1.297,1.249,4797.6,4797.6,4797.6,4797.6,100.0,4197.9,999.5,39.1,45.4,69.2,48.2,44.0,40.5,43.3,44.0,69.2,46.7,100.0,48,48,48,48,42,61,64,49,56,39,36,51,44,67,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,48,0.000,0.000,0.000,0.000,0.000,53.497,49.728,3.306,0.0,48.8,53.7,76.0,53.1,51.9,51.2,53.4,52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.284,3.324,11.520,5.100,1.068,1.212,3.408,3.024,3.072,2184,960,965,1271,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.005,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.005,2471,29121,70,1.050,2449,175.193,1936.0,2003.4,1733.5,99.0,55.0,0.0,2.0,34.4,99.5,0.0,0.0,0.0,0.0,0.0,0.0,58.0,No,No,Yes,No,No,No,97.5,97.3,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:47.535,11247,63976,14.9,7190,58304,10.9,0.0,1.274,1.232,1.334,1.224,4802.4,4802.4,4802.4,4802.4,100.0,4202.1,1000.5,44.3,53.5,69.0,52.8,50.0,50.7,50.7,45.7,69.0,52.1,100.0,48,48,48,48,42,51,60,50,46,49,40,50,54,62,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,47,0.000,0.000,0.000,0.000,0.000,53.527,49.762,3.304,0.0,50.2,54.0,75.4,53.5,53.2,52.0,53.0,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.6,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.308,3.324,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2198,960,968,1271,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.007,2471,29121,70,1.050,2454,172.735,1936.0,2003.4,1733.5,99.0,55.0,0.0,2.0,34.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,59.0,No,No,Yes,No,No,No,97.9,96.0,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:49.745,11247,63976,14.9,7189,58306,10.9,0.0,1.333,1.295,1.298,1.257,4798.8,4798.8,4798.8,4798.8,100.0,4199.0,999.8,49.6,53.1,70.2,53.1,49.6,56.7,55.3,51.7,70.2,54.9,100.0,48,48,48,48,42,54,64,52,47,46,36,48,53,55,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,47,0.000,0.000,0.000,0.000,0.000,53.093,49.335,3.296,0.0,50.0,53.2,75.2,52.9,51.9,51.1,52.9,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.320,3.344,11.592,5.100,1.068,1.212,3.408,3.024,3.072,2191,960,967,1271,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.001,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.007,2471,29121,70,1.050,2449,176.806,1936.0,2003.4,1733.5,99.0,55.0,0.0,2.0,34.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,No,No,Yes,No,No,No,96.2,98.2,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:51.944,11247,63976,14.9,7189,58306,10.9,0.0,1.240,1.298,1.246,1.301,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,41.8,46.8,64.5,43.9,46.0,38.2,45.3,46.0,64.5,46.6,100.0,48,48,48,48,42,53,61,50,57,47,39,50,43,62,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,47,0.000,0.000,0.000,0.000,0.000,52.964,49.210,3.306,0.0,49.6,53.3,75.4,52.5,52.0,50.6,52.2,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,61,49,67,43,1.320,3.324,11.592,5.100,1.080,1.212,3.408,3.024,3.072,2198,961,971,1268,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.001,2471,29121,70,1.050,2454,176.373,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.4,99.6,0.0,0.0,0.0,0.0,0.0,0.0,59.0,No,No,Yes,No,No,No,97.2,98.0,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:54.146,11247,63976,14.9,7189,58306,10.9,0.0,1.226,1.300,1.224,1.298,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,45.3,48.9,68.7,48.2,51.0,48.9,45.3,42.5,68.7,49.8,100.0,48,48,48,48,42,63,64,60,54,37,36,40,46,64,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,47,0.000,0.000,0.000,0.000,0.000,52.799,49.051,3.300,0.0,48.9,52.9,72.6,52.7,52.2,50.7,52.4,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,47,61,49,66,43,0.672,3.344,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2198,976,969,1268,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.005,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.001,2471,29121,70,1.050,2454,173.304,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.4,99.5,0.0,0.0,0.0,0.0,0.0,0.0,59.0,No,No,Yes,No,No,No,96.2,96.3,2822,2727,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:56.349,11247,63976,14.9,7190,58305,10.9,0.0,1.300,1.296,1.334,1.217,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,50.3,51.0,62.4,48.2,44.6,48.2,48.2,49.6,62.4,50.3,100.0,48,48,48,48,42,56,65,51,50,44,35,49,50,63,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,62,62,47,0.000,0.000,0.000,0.000,0.000,52.587,48.817,3.304,0.0,47.9,52.8,74.6,52.0,51.3,50.8,51.7,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,47,61,49,67,43,1.260,3.324,11.520,5.100,1.068,1.212,3.408,3.024,3.072,2198,979,971,1268,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2471,29121,70,1.050,2449,176.072,1936.0,2003.4,1733.5,99.0,55.0,0.0,2.0,34.5,99.8,0.0,0.0,0.0,0.0,0.0,0.0,59.0,No,No,Yes,No,No,No,96.8,97.8,2824,2729,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:36:58.578,11302,63921,15.0,7206,58289,11.0,0.0,1.236,1.233,1.264,1.237,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,64.5,64.5,79.4,63.8,63.1,62.4,58.1,61.7,79.4,64.7,100.0,48,48,48,48,42,65,68,64,57,35,32,36,43,66,68,No,No,No,No,No,No,No,No,No,No,No,No,No,No,68,68,49,0.000,0.000,0.000,0.000,0.000,61.910,58.039,3.971,0.0,68.5,69.8,80.7,71.4,65.8,65.8,64.9,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,63,49,67,43,1.308,3.324,11.592,5.070,1.068,1.212,3.408,3.024,3.072,2335,978,967,1266,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.003,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.6,0.6,0.000,0.005,2471,29121,70,1.050,2460,175.260,1936.0,2003.4,1733.5,99.0,54.0,0.0,2.0,34.8,99.8,0.0,0.0,0.0,0.0,0.0,0.0,59.0,No,No,Yes,No,No,No,102.1,98.7,2849,2755,324,8.0,0,0,0.000,0.000,0,
3.2.2019,18:37:0.779,11325,63897,15.0,7201,58294,10.9,0.0,1.264,1.307,1.296,1.219,4800.0,4800.0,4800.0,4800.0,100.0,4200.0,1000.0,53.5,59.8,62.9,59.4,52.4,53.1,48.9,47.5,62.9,54.7,100.0,48,48,48,48,42,60,65,52,51,40,35,48,49,60,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,48,0.000,0.000,0.000,0.000,0.000,58.060,54.186,3.952,0.0,62.8,62.5,72.6,62.9,59.6,57.2,57.6,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,43,47,62,49,67,43,1.320,3.344,11.664,5.070,1.068,1.212,3.408,3.024,3.072,2242,976,968,1271,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.1,0.1,0.000,0.011,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.007,2471,29121,70,1.050,2454,179.512,1936.0,2003.4,1733.5,98.0,52.0,0.0,2.0,34.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Yes,No,Yes,No,No,No,100.3,99.7,2846,2751,321,8.0,0,0,0.000,0.000,0,
3.2.2019,18:37:2.983,11298,63925,15.0,7199,58295,10.9,0.0,1.273,1.274,1.195,1.227,4801.2,4801.2,4801.2,4801.2,100.0,4201.0,1000.2,42.9,40.8,68.7,43.9,42.5,41.8,36.1,34.0,68.7,43.8,100.0,48,48,48,48,42,62,62,58,44,38,38,42,56,63,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,47,0.000,0.000,0.000,0.000,0.000,52.122,48.316,3.590,0.0,50.9,49.2,68.6,54.4,51.4,49.1,47.9,44.9,0.0,0.0,0.0,0.0,15.7,0.0,24.3,24.3,1200.3,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,44,47,59,49,67,43,1.272,3.324,11.592,5.070,1.080,1.212,3.408,3.024,3.072,2177,979,971,1268,Yes,46,57,100.0,No,No,8869,5340,31,31,No,No,9707,6049,28,66.0,No,No,75032,0.0,0.0,0.0,0.000,0.000,28214,2,0.0,0.0,0.0,0.000,0.000,1,0.0,0.0,0.0,0.000,0.000,2471,29121,70,1.050,2460,181.577,1936.0,2003.4,1733.5,99.0,57.0,0.0,2.0,34.6,99.8,0.0,0.0,0.0,0.0,0.0,0.0,59.0,Yes,No,Yes,No,No,No,102.0,100.9,2837,2743,320,8.0,0,0,0.000,0.000,0,
